LSOA,LA CODE,LA NAME,GOR CODE,GOR NAME,2004IMD SCORE,2004RANK OF IMD (where 1 is most deprived),2004INCOME SCORE,2004RANK OF INCOME SCORE (where 1 is most deprived),2004EMPLOYMENT SCORE,2004RANK OF EMPLOYMENT SCORE (where 1 is most deprived),2004HEALTH DEPRIVATION AND DISABILITY SCORE,2004RANK OF HEALTH DEPRIVATION AND DISABILITY SCORE (where 1 is most deprived),2004EDUCATION SKILLS AND TRAINING SCORE,2004RANK OF EDUCATION SKILLS AND TRAINING SCORE (where 1 is most deprived),2004BARRIERS TO HOUSING AND SERVICES SCORE,2004RANK OF BARRIERS TO HOUSING AND SERVICES SCORE (where 1 is most deprived),2004CRIME AND DISORDER SCORE,2004RANK OF CRIME AND DISORDER SCORE (where 1 is most deprived),2004LIVING ENVIRONMENT SCORE,2004RANK OF LIVING ENVIRONMENT SCORE (where 1 is most deprived),2007IMD SCORE,2007RANK OF IMD (where 1 is most deprived),2007INCOME SCORE,2007RANK OF INCOME SCORE (where 1 is most deprived),2007EMPLOYMENT SCORE,2007RANK OF EMPLOYMENT SCORE (where 1 is most deprived),2007HEALTH DEPRIVATION AND DISABILITY SCORE,2007RANK OF HEALTH DEPRIVATION AND DISABILITY SCORE (where 1 is most deprived),2007EDUCATION SKILLS AND TRAINING SCORE,2007RANK OF EDUCATION SKILLS AND TRAINING SCORE (where 1 is most deprived),2007BARRIERS TO HOUSING AND SERVICES SCORE,2007RANK OF BARRIERS TO HOUSING AND SERVICES SCORE (where 1 is most deprived),2007CRIME AND DISORDER SCORE,2007RANK OF CRIME AND DISORDER SCORE (where 1 is most deprived),2007LIVING ENVIRONMENT SCORE,2007RANK OF LIVING ENVIRONMENT SCORE (where 1 is most deprived),2010imd_score,2010imd_rank,2010income_score,2010income_rank,2010employ_score,2010employ_rank,2010healthdd_score,2010healthdd_rank,2010edust_score,2010edust_rank,2010housesb_score,2010housesb_rank,2010crimed_score,2010crimed_rank,2010environl_score,2010environl_rank
E01003043,00AY,Lambeth,H,London,33.09,6935,0.21,7162,0.12,10709,0.49,9464,17.24,15317,34.4,4469,1.53,1091,34.32,6935,31.71,7508,0.21,8305,0.1,12015,0.41,10564,12.23,19460,36.8,3351,1.52,1042,37.69,5833,29.47,8429,0.19,9439,0.1,11742,0.39,10431,14.55,17478,34.99,4253,1.13,2683,37.13,5880
E01003044,00AY,Lambeth,H,London,40.37,4481,0.33,2733,0.19,3968,0.72,6938,21.77,12297,43.16,1406,-0.25,19628,32.21,7753,39.1,4918,0.31,4069,0.17,4500,0.43,10319,23.4,11355,50.2,375,-0.7,25803,40.46,4971,27.99,9131,0.23,6971,0.12,9380,-0.12,17791,15.53,16657,44.86,1161,-0.4,22228,30.5,8288
E01003045,00AY,Lambeth,H,London,58.95,1051,0.46,559,0.19,4231,0.82,6017,36.03,6223,40.51,2109,1.95,257,61.59,912,57.38,1191,0.45,1054,0.22,2000,0.85,5685,19.37,13786,44.06,1291,1.7,613,58.14,1322,53.18,1665,0.42,820,0.21,2293,0.81,5841,23.88,11119,42.17,1731,0.62,7528,56.36,1517
E01003046,00AY,Lambeth,H,London,50.61,2178,0.38,1574,0.19,3955,0.48,9622,36.32,6123,41.39,1851,1.15,2834,57.85,1289,45.39,3236,0.39,1976,0.18,4294,0.33,11559,29.58,8480,45.3,1054,0.73,6392,46.44,3412,39.33,4770,0.32,3097,0.15,6474,0.03,15465,23.4,11396,45.23,1086,0.7,6645,44.22,3858
E01003047,00AY,Lambeth,H,London,49.79,2344,0.35,2265,0.2,3816,0.96,4851,17.4,15212,36.01,3686,1.68,677,59,1138,47.73,2734,0.32,3682,0.18,4072,1.01,4407,14.23,17658,41.12,1960,1.37,1577,65.1,692,44.32,3376,0.29,4260,0.15,6213,0.65,7487,16.02,16260,37.39,3190,1.67,594,64.81,681
E01003048,00AY,Lambeth,H,London,52.45,1851,0.35,2145,0.21,2987,0.61,8118,38.09,5614,35.9,3743,1.45,1376,66.13,592,50.57,2195,0.43,1324,0.2,2920,0.63,7940,30.63,8103,39.4,2469,1,3886,53.14,2027,43.84,3475,0.35,2188,0.17,4623,0.26,12267,28.2,9089,39.76,2359,0.66,7053,54.32,1794
E01003049,00AY,Lambeth,H,London,47.48,2767,0.37,1783,0.18,4458,0.98,4692,24.66,10674,34.7,4322,1.39,1612,44.3,3834,42.04,4107,0.32,3730,0.17,5051,0.64,7906,19.14,13932,39.03,2577,1.36,1633,42.74,4285,37.76,5260,0.3,3618,0.16,5751,0.26,12346,17.94,14808,37.25,3244,0.75,6075,47.27,3133
E01003050,00AY,Lambeth,H,London,42.14,3975,0.25,5466,0.16,6323,0.73,6853,15.15,17029,35.56,3908,1.72,601,59.77,1058,42.51,3998,0.26,6187,0.15,6166,0.86,5638,13.57,18194,39.28,2504,1.72,571,57.67,1387,41.88,4008,0.24,6478,0.14,7065,0.96,4441,9.65,21930,36.86,3404,1.75,440,60.2,1070
E01003051,00AY,Lambeth,H,London,49.47,2405,0.37,1881,0.2,3738,0.89,5370,20.23,13244,39.61,2360,1.57,956,47.74,3019,48.46,2600,0.39,2048,0.19,3726,0.7,7253,24.95,10550,45.09,1085,1.14,2818,48.46,2955,46.54,2867,0.31,3292,0.17,4405,0.89,5086,24.07,11023,42.59,1637,1.15,2573,51.94,2160
E01003052,00AY,Lambeth,H,London,57.33,1220,0.44,706,0.24,1962,1.09,3774,24.19,10948,38.28,2804,1.98,225,34.84,6753,58.91,1014,0.49,632,0.24,1516,0.98,4664,19.13,13939,46.8,817,1.44,1308,47.8,3084,53.04,1684,0.43,800,0.2,2630,0.71,6810,23.26,11468,39.26,2518,1.28,1800,48.43,2872
E01003053,00AY,Lambeth,H,London,30.1,8091,0.15,11331,0.08,16273,0.49,9478,13.65,18277,33.88,4755,1.68,665,45.49,3522,26.88,9636,0.13,14531,0.08,15985,0.05,15340,7.46,24175,36.91,3321,1.62,797,44.09,3943,24.12,11205,0.11,15845,0.08,16624,-0.17,18387,7.68,24001,37.82,3048,1.03,3402,48.95,2764
E01003054,00AY,Lambeth,H,London,27.53,9266,0.12,13599,0.06,22359,0.59,8322,20.79,12882,30.72,6681,1.18,2594,55.11,1667,22.62,12064,0.12,16158,0.05,24177,0.45,10018,23.11,11540,32.95,5239,0.26,12318,49.93,2652,21.98,12558,0.09,19210,0.04,27869,0.4,10396,22.64,11824,32.74,5415,0.73,6218,48.14,2939
E01003055,00AY,Lambeth,H,London,41.93,4049,0.23,6355,0.16,5773,1.01,4459,14.49,17554,35.19,4104,2.07,169,45.1,3618,41.67,4227,0.22,7799,0.16,5702,1.17,3177,8.36,23200,38.41,2761,1.84,379,49.04,2816,39.81,4623,0.21,7807,0.15,6199,1.22,2697,14.43,17590,35.87,3868,1.28,1809,49.35,2688
E01003056,00AY,Lambeth,H,London,33.63,6721,0.21,7175,0.12,9780,0.87,5522,26.47,9799,34.96,4207,0.46,9752,44,3898,31.26,7684,0.21,8436,0.12,9377,0.82,6003,14.34,17553,38.13,2874,0.21,13183,45.18,3702,26.3,9986,0.18,9938,0.09,13818,0.52,8847,15.46,16712,39.17,2545,0.03,15855,35.68,6351
E01003057,00AY,Lambeth,H,London,42.39,3910,0.3,3588,0.18,4487,0.96,4796,15.83,16477,34.43,4458,1.55,1013,33.38,7305,44.42,3479,0.34,3185,0.19,3659,1.24,2804,12.63,19079,37.52,3098,0.94,4366,45.29,3677,38.64,4978,0.27,5067,0.18,4128,0.92,4752,12.74,19040,36.25,3707,0.82,5348,37.77,5681
E01003058,00AY,Lambeth,H,London,33.41,6807,0.18,8855,0.13,9426,0.89,5350,30.82,7959,31.4,6232,0.53,8902,47.96,2979,28.79,8727,0.21,8679,0.11,11617,0.67,7599,13.54,18228,33.9,4720,0.19,13374,49.05,2810,23.47,11606,0.14,12810,0.08,17838,0.46,9575,7.42,24291,38,2979,0.1,14833,46.23,3363
E01003059,00AY,Lambeth,H,London,49.01,2492,0.33,2739,0.17,5155,0.83,5944,27.14,9478,41.06,1963,1.41,1535,64.62,695,40.49,4525,0.31,4097,0.14,6902,0.65,7729,20.62,12977,44.12,1278,0.4,10439,60.37,1067,34.87,6266,0.26,5259,0.12,9474,0.61,7930,20.07,13352,40.72,2096,0.01,16198,53.44,1919
E01003060,00AY,Lambeth,H,London,47.94,2682,0.35,2270,0.16,5777,0.67,7511,28.94,8686,37.88,2938,1.48,1254,60.27,1007,44.22,3539,0.33,3411,0.17,5184,0.55,8891,17.18,15358,42.34,1656,1.17,2637,61.36,976,39.45,4729,0.29,3914,0.15,5833,0.21,12904,15.23,16917,38.88,2649,1.07,3093,53.93,1842
E01003061,00AY,Lambeth,H,London,40.66,4395,0.25,5238,0.14,7532,0.63,7983,14.58,17482,37.73,3001,1.26,2196,68.8,421,42.14,4090,0.26,5855,0.15,6781,0.45,10118,10.7,20864,42.45,1628,1.52,1060,72.95,267,39.48,4716,0.22,7407,0.14,7789,0.34,11187,10.24,21343,39.04,2601,1.49,996,75.1,187
E01003062,00AY,Lambeth,H,London,32.54,7135,0.21,7368,0.11,11414,0.29,12003,22.86,11665,31.61,6109,1.48,1264,39.95,5015,30.64,7930,0.2,8967,0.12,10128,0.19,13431,13.89,17929,34.13,4604,1.18,2582,46.65,3358,27.09,9585,0.17,10627,0.09,14525,0.18,13364,11.85,19850,33.5,4992,0.86,4856,51.59,2227
E01003063,00AY,Lambeth,H,London,44.98,3294,0.35,2345,0.18,4592,0.5,9399,26.85,9617,36.32,3561,1.87,354,27.36,9932,45.76,3158,0.36,2718,0.19,3694,0.89,5372,19.3,13832,39.99,2301,1.39,1518,37.13,6027,38.42,5043,0.31,3431,0.16,5594,0.49,9276,19.19,13930,39.08,2585,0.65,7174,40.51,4862
E01003064,00AY,Lambeth,H,London,18.14,15288,0.09,17286,0.05,24670,-0.26,19656,13.59,18329,35.81,3791,0.29,12209,39.63,5120,16.99,16335,0.08,20526,0.05,25208,-0.41,21665,6.38,25430,36.95,3306,0.19,13431,48.46,2953,14.5,18715,0.08,21493,0.04,28363,-0.27,19765,6.33,25592,34.68,4397,-0.05,17096,41.29,4647
E01003065,00AY,Lambeth,H,London,35.32,6123,0.25,5580,0.15,7106,0.49,9515,23.06,11551,38.14,2849,0.7,6841,40.04,4993,44.13,3563,0.33,3369,0.17,5143,1.14,3446,19.98,13416,39.39,2478,0.6,7898,58.15,1319,38.87,4906,0.28,4309,0.16,5711,0.88,5121,24.6,10753,36.95,3373,0.32,11616,45.2,3598
E01003066,00AY,Lambeth,H,London,39.12,4897,0.26,4924,0.15,7053,0.55,8843,30.2,8196,34.69,4330,1.63,801,30.37,8563,41.87,4156,0.32,3910,0.17,5118,0.71,7121,22.23,12007,40.88,2023,1.2,2486,40.06,5085,36.22,5792,0.27,4728,0.14,7453,0.34,11161,20.3,13200,37.12,3297,1.07,3073,39.44,5170
E01003067,00AY,Lambeth,H,London,21,13082,0.16,10629,0.09,15878,-0.18,18507,13.12,18717,32.35,5668,0.27,12390,29.66,8893,22.99,11811,0.18,10395,0.09,14376,0.07,15121,13.81,17985,32.05,5768,0.08,15120,39.86,5161,18.64,15064,0.12,14754,0.06,20926,-0.18,18640,16.27,16090,31.86,5934,0.27,12436,32.43,7534
E01003068,00AY,Lambeth,H,London,32.95,6986,0.24,5814,0.13,8439,0.42,10400,26.18,9935,33.92,4724,0.87,5084,29.9,8771,37.84,5306,0.32,3811,0.16,5758,0.89,5403,15.74,16432,34.9,4218,0.54,8646,42.9,4234,34.18,6489,0.28,4457,0.13,8881,0.74,6506,16.69,15755,33.58,4953,0.78,5682,34.48,6772
E01003069,00AY,Lambeth,H,London,32.68,7070,0.22,6763,0.11,10845,0.28,12185,26.47,9797,35.55,3916,1.38,1630,26.48,10360,40.28,4572,0.29,4699,0.16,5621,0.47,9790,26.44,9843,36.07,3652,1.53,1026,37.22,5996,36.11,5834,0.25,5624,0.13,8004,0.65,7384,33.22,7218,36.51,3558,0.7,6573,36.51,6080
E01003070,00AY,Lambeth,H,London,39.92,4618,0.33,2799,0.21,3314,0.66,7612,25.08,10458,35.94,3728,0.29,12211,26.21,10507,45.63,3185,0.39,1939,0.2,2781,0.92,5093,25.88,10107,38.47,2736,0.31,11721,39.23,5332,38.53,5013,0.31,3466,0.17,4757,0.58,8224,22.2,12079,37.62,3116,0.27,12290,40.88,4751
E01003071,00AY,Lambeth,H,London,35.71,5966,0.2,7516,0.15,7247,0.65,7666,9.86,21853,33.46,5006,1.84,400,36.95,5963,35.08,6260,0.19,9435,0.13,7905,0.74,6852,5.26,26715,35.65,3840,1.5,1114,53.02,2055,30.46,7999,0.16,11565,0.11,10669,0.67,7224,5.21,26852,35.09,4208,1.17,2426,49.44,2657
E01003072,00AY,Lambeth,H,London,24.37,10914,0.11,14936,0.1,12843,0.13,14105,6.12,25867,35.43,3987,1.11,3113,36.25,6216,22.68,12026,0.12,16036,0.1,12278,0.27,12335,3.4,28973,36.18,3613,0.55,8461,37.97,5735,21.04,13216,0.12,15153,0.09,13623,-0.14,18074,4.73,27401,36.88,3395,0.48,9368,34.53,6754
E01003073,00AY,Lambeth,H,London,37.68,5335,0.27,4518,0.15,6820,0.65,7751,9.25,22473,35.53,3928,1.27,2128,47.47,3081,37.74,5338,0.28,5172,0.14,6911,0.59,8437,16.98,15504,36.22,3590,1.26,2146,45.92,3539,34.96,6229,0.27,4953,0.14,7066,0.28,12072,15.24,16909,36.32,3662,0.74,6179,49.28,2703
E01003074,00AY,Lambeth,H,London,43.66,3606,0.25,5510,0.19,4376,0.82,6043,18.4,14496,31.81,5977,2.48,26,46.27,3330,40.33,4560,0.23,7622,0.17,5091,0.57,8688,7.03,24670,36.99,3296,2.33,63,51.41,2346,36.3,5769,0.19,9009,0.14,7132,0.55,8579,8.1,23525,32.67,5464,1.83,351,52.43,2076
E01003075,00AY,Lambeth,H,London,51.05,2105,0.4,1237,0.2,3491,0.87,5561,28.98,8667,41.2,1921,1.24,2289,43.67,3974,48.58,2565,0.37,2481,0.2,3140,1.09,3774,23.05,11573,44.46,1201,1.02,3696,42.41,4385,43.39,3611,0.3,3889,0.18,3751,0.94,4624,26.33,9913,40.88,2058,0.51,8971,45.72,3470
E01003076,00AY,Lambeth,H,London,30.28,8027,0.19,8489,0.12,9834,0.61,8112,14.55,17501,34.66,4349,0.72,6675,41.22,4649,29.5,8398,0.17,10964,0.11,11340,0.48,9752,16.82,15592,36.52,3465,0.62,7650,50.98,2429,26.25,10012,0.16,11316,0.08,15654,0.72,6699,8.59,23000,36.32,3664,0.26,12455,48.56,2847
E01003077,00AY,Lambeth,H,London,35.95,5879,0.2,7806,0.12,9988,0.37,11035,19.33,13815,35.21,4092,1.47,1299,58.23,1233,31.21,7697,0.19,9857,0.11,11575,0.53,9154,9.48,22035,36.33,3540,1.38,1543,44.77,3785,29.12,8590,0.18,9602,0.1,13066,0.45,9805,12.11,19623,38.67,2712,0.79,5628,45.52,3515
E01003078,00AY,Lambeth,H,London,22.72,11908,0.08,18323,0.09,15229,0.06,15133,7.1,24759,31.97,5877,1.53,1111,29.76,8836,19.2,14566,0.1,17510,0.08,16634,-0.03,16501,5.24,26728,31.73,5989,0.68,6942,35.32,6624,16.64,16795,0.09,19707,0.07,18520,-0.19,18773,3.14,29261,33.53,4981,0.41,10327,31.97,7704
E01003079,00AY,Lambeth,H,London,38.44,5075,0.31,3171,0.14,7976,0.81,6098,16.7,15743,33.58,4921,1.03,3714,44.21,3852,40.47,4529,0.33,3425,0.16,5825,0.85,5688,11.94,19696,36.22,3589,0.9,4666,52.92,2067,38.1,5148,0.27,4803,0.12,9286,0.5,9163,22.31,12015,34.84,4328,1.37,1416,49.77,2600
E01003080,00AY,Lambeth,H,London,20.29,13649,0.13,12493,0.07,19876,-0.08,17157,12.78,19032,34.53,4410,0.49,9422,29.58,8930,21.48,12819,0.14,13535,0.08,17619,-0.04,16640,6.41,25397,37.47,3124,0.61,7715,36.23,6329,21.1,13178,0.12,14974,0.07,19138,-0.08,17082,7.76,23928,36.39,3623,0.81,5356,35.72,6337
E01003081,00AY,Lambeth,H,London,35.22,6154,0.24,5650,0.14,7774,0.5,9366,15.94,16381,37.15,3228,1.22,2418,36.88,5989,39.57,4784,0.29,4810,0.16,5233,0.89,5392,12.96,18777,40.92,2013,0.92,4523,43.66,4048,35.35,6096,0.24,6122,0.14,6911,0.44,9931,12.71,19075,38.73,2697,1.13,2693,40.71,4806
E01003082,00AY,Lambeth,H,London,34.98,6242,0.25,5568,0.16,5888,0.66,7571,22.3,11976,33.27,5111,0.96,4251,24.64,11296,43.33,3768,0.31,4121,0.19,3272,1.12,3537,25.53,10258,33.64,4855,1.06,3395,34.23,7015,35.72,5966,0.29,4258,0.17,4962,0.63,7599,17.1,15453,32.71,5435,0.83,5213,23.69,11578
E01003083,00AY,Lambeth,H,London,19.85,13974,0.14,12225,0.07,18916,0.02,15685,12.16,19635,32.4,5634,0.56,8600,22.48,12423,22.21,12328,0.16,11642,0.09,14069,0.23,12899,5.59,26322,35.23,4046,0.28,12136,32.34,7693,22.74,12056,0.14,12824,0.09,14223,0.39,10524,3.99,28273,35.34,4098,0.72,6302,25.74,10478
E01003084,00AY,Lambeth,H,London,23.46,11426,0.15,10740,0.09,14557,-0.07,17053,12.22,19586,34.38,4482,0.53,8876,37.03,5944,28.06,9068,0.19,9903,0.12,9511,0.32,11624,7.22,24458,37.37,3157,0.54,8577,44.46,3852,24.38,11043,0.14,13242,0.08,15559,0.09,14638,6.14,25817,36.48,3579,0.89,4607,44.87,3689
E01003085,00AY,Lambeth,H,London,23.08,11686,0.13,12636,0.1,13263,-0.11,17542,13.9,18057,33.92,4728,0.75,6283,29.81,8814,25.6,10261,0.19,9553,0.11,11667,0.23,12933,4.49,27643,33.06,5181,0.85,5132,35.97,6407,22.68,12102,0.15,12033,0.09,13834,0.06,15152,4.66,27471,32.79,5390,0.89,4548,29.51,8715
E01003086,00AY,Lambeth,H,London,36.5,5719,0.3,3511,0.16,5966,0.61,8195,35.73,6302,34.53,4411,0.4,10592,17.21,15924,46.18,3060,0.41,1581,0.2,2857,0.99,4529,23.57,11270,36.03,3669,0.59,8030,35.44,6577,40.83,4318,0.34,2618,0.18,4276,0.82,5741,27.04,9604,34.44,4531,0.67,6923,24.98,10871
E01003087,00AY,Lambeth,H,London,47.82,2707,0.36,2072,0.21,3197,1.45,1847,25.21,10394,39.4,2436,0.12,14501,44.39,3808,54.31,1572,0.43,1376,0.22,1946,1.7,993,30.54,8130,37.27,3185,0.08,14981,51.85,2255,54.21,1520,0.43,756,0.22,2150,1.54,1328,25.16,10460,34.94,4282,0.42,10160,46.67,3268
E01003088,00AY,Lambeth,H,London,42.21,3959,0.31,3334,0.16,6228,0.9,5295,20.2,13256,36.07,3669,0.65,7432,63.05,809,38.99,4957,0.31,4269,0.14,7722,0.76,6584,17.42,15182,39.31,2491,0.11,14549,68.6,475,36.78,5586,0.25,5569,0.11,11408,0.64,7590,17.11,15447,41.12,1998,0.32,11518,72.87,262
E01003089,00AY,Lambeth,H,London,46.67,2922,0.38,1558,0.15,6856,0.53,8998,25.95,10047,41.4,1845,1.25,2238,54.45,1777,41.42,4289,0.34,3232,0.14,7057,0.49,9513,21.76,12271,42.2,1687,1.01,3787,52.3,2162,34.14,6506,0.3,3759,0.13,8903,0.35,10999,19.3,13846,37.86,3032,0.22,13090,44.04,3906
E01003090,00AY,Lambeth,H,London,36.35,5757,0.21,7042,0.11,11917,0.91,5222,19.11,13969,34.06,4660,1.03,3661,63.73,764,38.97,4964,0.26,6188,0.13,9067,0.8,6217,17.25,15322,36.72,3388,1.35,1679,59.47,1165,32.08,7309,0.19,9267,0.09,13716,0.89,5082,15.33,16830,37.78,3060,0.64,7334,55.43,1630
E01003091,00AY,Lambeth,H,London,35.48,6056,0.28,4169,0.1,12523,0.33,11517,19.87,13472,38.6,2690,0.68,7088,58.57,1197,32.64,7117,0.29,5002,0.09,15190,0.37,11012,18.86,14119,39.59,2413,0.5,9152,54.67,1811,28.25,8996,0.25,6023,0.09,14947,0.14,13945,15.76,16469,36.78,3441,-0.07,17341,51.24,2296
E01003092,00AY,Lambeth,H,London,51.78,1960,0.44,712,0.17,5653,1.18,3193,24.87,10560,38.49,2722,1.42,1505,43.41,4051,45.68,3176,0.35,2859,0.18,4330,0.95,4905,24.5,10794,39.32,2488,1.34,1717,39.15,5353,37.97,5186,0.29,3930,0.14,7794,1.14,3164,19.72,13570,36.95,3367,0.47,9441,37.67,5717
E01003093,00AY,Lambeth,H,London,44.12,3494,0.36,1953,0.18,4724,0.68,7406,15.82,16490,35.88,3749,0.83,5471,57.78,1300,44.5,3456,0.36,2765,0.19,3447,0.66,7638,14.52,17406,39.74,2365,0.81,5559,57.26,1429,39.55,4696,0.33,2787,0.16,5298,0.61,7906,14.91,17172,36.47,3585,0.2,13403,55.06,1676
E01003094,00AY,Lambeth,H,London,28.17,8975,0.18,8852,0.12,10290,0.46,9847,12.3,19512,32.06,5822,0.29,12223,49.28,2694,28.37,8929,0.19,9501,0.11,11564,0.39,10803,9.92,21625,34.29,4515,0.36,10968,56.49,1534,27.94,9157,0.19,9208,0.11,11286,0.46,9686,6.7,25168,33.3,5097,0.27,12397,55.54,1612
E01003095,00AY,Lambeth,H,London,26.08,10030,0.16,10429,0.09,14813,-0.02,16222,10.14,21565,32.54,5561,0.78,5972,54.79,1723,26.08,10006,0.16,11988,0.09,13960,0.2,13236,7.8,23779,34.12,4610,0.98,4069,47.8,3083,27.07,9595,0.14,12841,0.07,18657,0.17,13552,5.57,26443,36.25,3704,1.38,1361,52.94,1996
E01003096,00AY,Lambeth,H,London,30.75,7827,0.15,11062,0.13,9257,0.77,6548,17.64,15044,33.57,4931,0.73,6501,45.85,3427,29.93,8222,0.16,11760,0.12,9631,0.65,7757,17.43,15179,35.53,3894,0.28,12158,53.63,1956,26.18,10055,0.13,13990,0.1,12941,0.66,7382,15.49,16698,34.57,4462,0.46,9661,42.46,4318
E01003097,00AY,Lambeth,H,London,38.21,5163,0.27,4589,0.17,5710,0.81,6082,23.6,11258,33.46,5004,0.75,6348,43.58,4001,41.62,4238,0.34,3310,0.18,4152,0.93,5015,22.24,11996,35.67,3832,0.77,5924,38.51,5563,36.22,5793,0.25,5893,0.15,6736,0.86,5375,22.58,11872,34.14,4673,0.66,7091,42.86,4212
E01003098,00AY,Lambeth,H,London,31.17,7644,0.24,5858,0.11,11679,0.38,10851,13.62,18302,33.92,4727,0.95,4301,43.04,4134,34.76,6386,0.26,6103,0.1,12111,0.71,7077,13.7,18086,36.91,3316,1.4,1464,43.51,4082,29.92,8228,0.23,6754,0.09,14992,0.34,11244,12.47,19284,36.41,3612,0.9,4520,47.33,3118
E01003099,00AY,Lambeth,H,London,40.05,4582,0.24,5977,0.13,9250,0.35,11190,23.1,11528,34.5,4429,2.17,119,55.81,1570,42.37,4039,0.31,4251,0.14,7239,0.52,9184,17.32,15272,38.23,2837,1.82,407,54.96,1765,33.56,6719,0.26,5372,0.09,14309,0.4,10311,15.97,16303,35.54,4015,1.05,3270,55.01,1684
E01003100,00AY,Lambeth,H,London,28.93,8609,0.1,15744,0.06,22415,0.15,13804,10.15,21558,33.65,4887,1.79,469,69.19,399,29.38,8459,0.1,18034,0.07,20524,0.59,8414,13.06,18685,37.1,3248,1.46,1222,64.72,719,22.39,12287,0.08,20591,0.05,25469,0.41,10252,7.07,24730,34.55,4474,0.66,6993,64.73,689
E01003101,00AY,Lambeth,H,London,42.9,3785,0.31,3357,0.14,7897,0.63,7933,26.06,9995,34.49,4435,1.56,978,55.34,1636,39.34,4852,0.32,3889,0.14,7643,0.83,5932,18.45,14412,38.07,2890,0.82,5446,51.89,2247,33.24,6831,0.24,6138,0.12,9426,0.57,8350,19.44,13753,35.28,4121,0.18,13683,55.07,1675
E01003102,00AY,Lambeth,H,London,45.22,3250,0.24,5745,0.19,3882,1.48,1712,12.88,18942,38.53,2709,1.28,2092,51.59,2248,38.37,5163,0.18,10343,0.15,6190,0.89,5361,9.39,22145,40.76,2069,1.45,1262,55.37,1716,29.82,8268,0.16,11446,0.12,10042,0.46,9580,7.24,24507,40.54,2148,0.56,8270,54.26,1805
E01003103,00AY,Lambeth,H,London,43.4,3651,0.27,4735,0.18,4634,0.87,5516,16.14,16216,33.87,4768,1.13,2981,69.16,401,46.21,3053,0.29,4997,0.18,4196,1.12,3531,19.01,14020,37.04,3276,1.18,2603,69.56,433,35.14,6167,0.19,9395,0.12,9881,0.88,5170,16.21,16136,35.32,4107,0.64,7246,69.11,399
E01003104,00AY,Lambeth,H,London,29.19,8502,0.16,10175,0.09,15694,0.21,12997,14.74,17328,35.78,3806,0.43,10286,71.17,305,27.5,9308,0.17,10694,0.08,16841,0.2,13317,10.66,20915,39.55,2429,0.16,13874,66.76,575,25.24,10532,0.14,12981,0.06,20961,0.08,14810,7.92,23722,37.18,3277,0.53,8747,66.99,518
E01003105,00AY,Lambeth,H,London,38.97,4934,0.27,4480,0.17,5416,0.97,4699,21.54,12412,33.78,4805,0.88,5033,38.66,5412,42.2,4070,0.33,3485,0.19,3528,1.09,3714,15.02,17023,36.94,3308,0.5,9099,45.62,3601,38.93,4892,0.3,3670,0.16,5508,0.98,4261,13.44,18451,34.65,4419,0.61,7633,44.41,3803
E01003106,00AY,Lambeth,H,London,30.39,7982,0.19,8380,0.11,11321,0.48,9638,13.08,18750,33.74,4832,0.87,5105,50.01,2548,33.5,6800,0.23,7572,0.12,9894,0.53,9069,10.05,21504,36.21,3595,1.11,3036,54.59,1820,28.62,8837,0.2,8632,0.1,12020,0.32,11483,10.72,20894,35,4246,0.43,9943,54.29,1799
E01003107,00AY,Lambeth,H,London,31.4,7554,0.15,10987,0.11,11043,0.5,9360,16.67,15769,32.16,5770,1.03,3682,58.78,1171,26.84,9657,0.17,10921,0.08,16075,0.4,10701,7.1,24592,34.97,4181,0.91,4612,51.53,2317,21.83,12645,0.15,11873,0.06,21915,0.25,12430,4.89,27210,33.07,5221,0.2,13482,53.5,1908
E01003108,00AY,Lambeth,H,London,41.39,4193,0.29,3865,0.15,6574,0.68,7364,26.63,9713,39.99,2256,0.89,4917,52.21,2145,37.25,5477,0.31,3991,0.14,7757,0.55,8931,15.99,16248,45.24,1066,0.14,14199,51.3,2365,32.26,7238,0.25,5996,0.12,9053,0.45,9706,13.14,18699,41.14,1990,0.22,13085,45.4,3549
E01003109,00AY,Lambeth,H,London,43.85,3561,0.33,2708,0.19,3866,0.92,5164,23.4,11379,37.49,3103,0.23,12964,54.22,1811,40.82,4442,0.33,3503,0.17,4643,1,4462,13.67,18113,41.32,1911,0.06,15342,50.82,2462,38.1,5143,0.28,4360,0.15,6313,1.1,3442,14.1,17872,37.25,3251,0.23,12964,47.84,3008
E01003110,00AY,Lambeth,H,London,29.84,8201,0.14,11727,0.12,10667,0.55,8804,7.75,24040,32.58,5540,1.24,2293,50.36,2474,29.99,8197,0.15,13041,0.12,9891,0.33,11616,11.2,20376,35.34,3991,1.12,2962,53.95,1910,26.23,10032,0.16,11208,0.09,14967,0.2,13107,17.6,15061,34.08,4701,0.53,8701,49.65,2618
E01003111,00AY,Lambeth,H,London,47.86,2698,0.34,2580,0.23,2473,1.08,3845,25.87,10093,37.47,3110,0.04,15621,60.24,1008,50.83,2139,0.38,2206,0.22,2068,1.12,3578,21.86,12212,41.69,1810,0.19,13400,65.31,668,43.61,3545,0.31,3249,0.19,3425,1.05,3805,17.45,15177,38.43,2808,0.06,15505,55.6,1605
